"","X1h_m1_t","X1h_m1_u","X1h_m2_t","X1h_m2_u","X1h_m3_t","X1h_m3_u"
"ENSMUSG00000087110",0,0,0,0,0,0
"ENSMUSG00000092661",0,0,0,0,0,0
"ENSMUSG00000085022",0,0,0,0,0,0
"ENSMUSG00000008575",5.40718719240201,5.96678845391193,4.82428985857056,5.97069230163511,5.1470161458167,5.45324427342582
"ENSMUSG00000084595",0,0,0,0,0,0
"ENSMUSG00000087413",0,0,0,0,0,0
"ENSMUSG00000084851",0,0,0,0,0,0
"ENSMUSG00000084357",0,0,0,0,0,0
"ENSMUSG00000086293",0,0,0,0,0,0
"ENSMUSG00000028403",249.812048288973,248.218399682736,297.497874611851,281.617653560456,338.8452295996,314.106870149327
"ENSMUSG00000038192",0,0,0,0,0,0
"ENSMUSG00000059049",0,0,0,0,0,0
"ENSMUSG00000089409",0,0,0,0,0,0
"ENSMUSG00000082637",0,0,0,0,0,0
"ENSMUSG00000083245",3.24431231544121,2.38671538156477,2.41214492928528,0.995115383605851,0,0
"ENSMUSG00000038172",287.662358635787,363.974095688628,414.084879527306,522.435576393072,485.535189755376,515.876908266083
"ENSMUSG00000096801",2.1628748769608,1.19335769078239,0,0,0.857836024302784,1.09064885468516
"ENSMUSG00000086321",0,0,0,0,0,0
"ENSMUSG00000087592",0,0,0,0,0,0
"ENSMUSG00000028483",196.821613803433,180.19701130814,162.417758571875,123.394307567126,199.017957638246,155.962786219978
"ENSMUSG00000028484",130.853930056129,143.202922893886,307.146454328992,372.173153468588,187.008253298007,222.492366355773
"ENSMUSG00000082416",0,0,0,0,0,0
"ENSMUSG00000066116",8.65149950784322,16.7070076709534,9.64857971714111,12.9364999868761,5.1470161458167,5.45324427342582
"ENSMUSG00000052407",27.03593596201,22.6737961248653,32.9659807002321,24.8778845901463,24.8772447047807,16.3597328202775
"ENSMUSG00000064606",0,0,0,0,0,0
"ENSMUSG00000098217",2.1628748769608,0,0,0,0,0
"ENSMUSG00000080793",0,0,0,0,0,1.09064885468516
"ENSMUSG00000097942",0,0,1.60809661952352,0,0,0
"ENSMUSG00000085378",0,0,0,0,0,0
"ENSMUSG00000085217",0,0,0,0,0,0
"ENSMUSG00000083044",15.1401241387256,11.9335769078239,21.7093043635675,18.9071922885112,18.8723925346612,14.1784351109071
"ENSMUSG00000087378",0,0,0,0,0,0
"ENSMUSG00000028487",4.32574975392161,7.16014614469432,5.62833816833232,4.97557691802925,3.43134409721113,5.45324427342582
"ENSMUSG00000083743",0,0,0,0,0,0
"ENSMUSG00000081775",0,0,0,0,0,0
"ENSMUSG00000086413",0,0,0,0,0,0
"ENSMUSG00000038070",63.8048088703437,62.0545999206841,40.202415488088,26.868115357358,48.8966533852587,51.2604961702027
"ENSMUSG00000083139",3.24431231544121,4.77343076312955,3.21619323904704,4.97557691802925,3.43134409721113,5.45324427342582
"ENSMUSG00000080303",0,0,0,1.9902307672117,0,2.18129770937033
"ENSMUSG00000084267",0,0,0,0,0,0
"ENSMUSG00000028488",0,0,0,0,0,0
"ENSMUSG00000081862",0,0,0,0,0,0
"ENSMUSG00000066113",2.1628748769608,1.19335769078239,0.804048309761759,3.9804615344234,1.71567204860557,6.54389312811098
"ENSMUSG00000088122",0,0,0,0,0,0
"ENSMUSG00000064687",0,0,0,0,0,0
"ENSMUSG00000083272",0,0,0,0,0,0
"ENSMUSG00000028492",20.5473113311276,3.58007307234716,14.4728695757117,1.9902307672117,6.86268819442227,0
"ENSMUSG00000077597",0,0,0,0,0,0
"ENSMUSG00000085108",0,0,0,0,0,0
"ENSMUSG00000070934",175.192865033825,143.202922893886,132.66797111069,105.48223066222,111.518683159362,103.611641195091
"ENSMUSG00000038047",67.0491211857849,64.4413153022489,72.3643478785583,75.6287691540447,74.6317341143422,68.7108778451653
"ENSMUSG00000088958",0,0,0.804048309761759,0,0,0
"ENSMUSG00000081169",0,0,0,0.995115383605851,0,0
"ENSMUSG00000028494",7361.3446437361,2008.42099358676,4370.00256355516,1553.37511380873,4386.97342828444,1815.9303430508
"ENSMUSG00000038024",1873.04964344806,535.817603161291,1567.89420403543,583.137614793029,718.00875234143,534.41793879573
"ENSMUSG00000082969",0,0,0,0,0,0
"ENSMUSG00000028495",972.212257193881,1051.34812557928,931.891991013879,1053.8271912386,905.017005639437,1045.93225164307
"ENSMUSG00000038007",1.0814374384804,1.19335769078239,0.804048309761759,0,0,2.18129770937033
"ENSMUSG00000037996",0,0,0,0,0,0
"ENSMUSG00000086512",0,0,0,0,0,0
"ENSMUSG00000093065",0,0,0,0,0,0
"ENSMUSG00000082443",0,0,0,0,0,0
"ENSMUSG00000028496",69.2119960627457,89.501826808679,73.1683961883201,113.443153731067,69.4847179685255,79.617366392017
"ENSMUSG00000084809",0,0,1.60809661952352,0,0,0
"ENSMUSG00000081530",0,0,0,0,0,0
"ENSMUSG00000038368",65.9676837473045,91.8885421902437,65.1279130907025,99.5115383605851,70.3425539928283,70.8921755545357
"ENSMUSG00000070077",1.0814374384804,0,0,0,0,0
"ENSMUSG00000082597",0,2.38671538156477,0.804048309761759,0,0,0
"ENSMUSG00000028497",196.821613803433,157.523215183275,252.471169265192,292.56392278012,325.119853210755,212.676526663607
"ENSMUSG00000048806",0,1.19335769078239,0,0,0,0
"ENSMUSG00000096011",0,0,0,0,0,0
"ENSMUSG00000095896",0,0,0,0,0,0
"ENSMUSG00000080964",0,0,0,0,0,0
"ENSMUSG00000095270",0,0,0,0,0,0
"ENSMUSG00000078480",6.48862463088241,11.9335769078239,12.8647729561881,5.97069230163511,9.43619626733062,11.9971374015368
"ENSMUSG00000073811",0,0,0,0,0,0
"ENSMUSG00000083958",0,0,0,0,0,0
"ENSMUSG00000038330",0,0,0,0,0,0
"ENSMUSG00000063376",0,0,0,0,0,0
"ENSMUSG00000081784",0,0,0,0,0,0
"ENSMUSG00000078355",0,0,0,0,0,0
"ENSMUSG00000078354",0,0,0,0,0,0
"ENSMUSG00000100079",0,0,0,0,0,0
"ENSMUSG00000081893",0,0,0,0,0,0
"ENSMUSG00000084192",1.0814374384804,0,0.804048309761759,0,2.57350807290835,1.09064885468516
"ENSMUSG00000070923",578.569029587015,446.315776352612,451.071101776347,364.212230399741,510.412434460156,411.174618216307
"ENSMUSG00000097078",0,2.38671538156477,0,0,0,0
"ENSMUSG00000086074",1.0814374384804,3.58007307234716,1.60809661952352,0,3.43134409721113,3.27194656405549
"ENSMUSG00000117268",0,0,0,0,0,0
"ENSMUSG00000094618",0,0,0,0,0,0
"ENSMUSG00000081501",0,0,0,0,0,0
"ENSMUSG00000073809",10.814374384804,5.96678845391193,2.41214492928528,4.97557691802925,2.57350807290835,5.45324427342582
"ENSMUSG00000100505",3.24431231544121,3.58007307234716,1.60809661952352,1.9902307672117,0.857836024302784,0
"ENSMUSG00000094498",15.1401241387256,5.96678845391193,7.23643478785583,7.96092306884681,10.2940322916334,9.81583969216648
"ENSMUSG00000082789",0,0,0,0,0,0
"ENSMUSG00000073807",8.65149950784322,11.9335769078239,4.82428985857056,10.9462692196644,9.43619626733062,7.63454198279615
"ENSMUSG00000094271",0,0,0.804048309761759,0,0,0
"ENSMUSG00000094167",15.1401241387256,17.9003653617358,8.84453140737935,7.96092306884681,11.1518683159362,19.631679384333
"ENSMUSG00000096582",0,0,0,0,0,0
"ENSMUSG00000096591",0,0,0.804048309761759,0,0,0
"ENSMUSG00000096854",1.0814374384804,0,1.60809661952352,0,0,0
"ENSMUSG00000099545",0,0,0,0,0,0
"ENSMUSG00000100234",0,0,0,0,0,0
"ENSMUSG00000101163",0,0,0,0,0,0
"ENSMUSG00000099518",0,0,0,0,0,0
"ENSMUSG00000099420",0,0,0,0,0,0
"ENSMUSG00000095101",6.48862463088241,4.77343076312955,5.62833816833232,0,0.857836024302784,1.09064885468516
"ENSMUSG00000094648",0,0,0,0,0,0
"ENSMUSG00000070908",4.32574975392161,1.19335769078239,1.60809661952352,0,1.71567204860557,0
"ENSMUSG00000100713",0,0,0,0,0,0
"ENSMUSG00000100549",0,0,0,0,0,0
"ENSMUSG00000101252",0,0,0,0,0,0
"ENSMUSG00000096682",0,0,0,0,0,0
"ENSMUSG00000070904",0,0,0,0,0,0
"ENSMUSG00000095498",0,0,0,0,0,0
"ENSMUSG00000054351",0,0,0,0,0,0
"ENSMUSG00000045364",0,0,0,0,0,0
"ENSMUSG00000117123",0,0,0,0.995115383605851,0,0
"ENSMUSG00000065408",0,0,0,0,0,0
"ENSMUSG00000117251",0,0,0,0,0,0
"ENSMUSG00000085183",0,0,0,0,0,0
"ENSMUSG00000085569",0,0,0.804048309761759,0,0,0
"ENSMUSG00000062937",98.4108069017166,101.435403716503,99.7019904104582,92.5457306753441,96.0776347219118,88.3425572294983
"ENSMUSG00000083989",0,0,0,0,0,0
"ENSMUSG00000088504",0,0,0,0,0,0
"ENSMUSG00000107513",0,0,0,0,0,0
"ENSMUSG00000087659",0,0,0,0,0.857836024302784,0
"ENSMUSG00000044303",0,0,0,0,0,1.09064885468516
"ENSMUSG00000073802",0,0,0,2.98534615081755,1.71567204860557,2.18129770937033
"ENSMUSG00000085147",0,0,0,0,2.57350807290835,1.09064885468516
"ENSMUSG00000086035",0,0,0,0,2.57350807290835,0
"ENSMUSG00000080808",0,0,0,0,0,0
"ENSMUSG00000098669",0,0,0,0,0,0
"ENSMUSG00000043753",0,0,0,0,0,0
"ENSMUSG00000085690",0,0,0,0,0,0
"ENSMUSG00000070902",0,0,0,0,0,0
"ENSMUSG00000080756",0,0,0,0,0,0
"ENSMUSG00000082569",0,0,0,0,0,0
"ENSMUSG00000081563",0,0,0,0,0,0
"ENSMUSG00000082502",0,0,0,0,0,0
"ENSMUSG00000082622",0,0,0,0,0,0
"ENSMUSG00000096896",0,0,0,0,0,0
"ENSMUSG00000079962",0,0,0,0,0,1.09064885468516
"ENSMUSG00000081876",0,0,0,0,0,0
"ENSMUSG00000008489",0,0,0,0.995115383605851,0,0
"ENSMUSG00000083377",0,0,0,0,0,0
"ENSMUSG00000098563",0,0,0,0,0,0
"ENSMUSG00000085817",0,0,0,0,0,0
"ENSMUSG00000086042",0,0,0,0,0,0
"ENSMUSG00000082523",0,0,0,0,0,0
"ENSMUSG00000100863",6.48862463088241,3.58007307234716,2.41214492928528,1.9902307672117,5.1470161458167,3.27194656405549
"ENSMUSG00000095937",1537.80403751913,1914.14573601495,2266.6121852184,2401.21342064092,2149.73707690278,2372.16125894023
"ENSMUSG00000087517",0,0,0,0,0,0
"ENSMUSG00000028533",0,0,0,0,0,0
"ENSMUSG00000066107",9.73293694632362,0,0.804048309761759,0.995115383605851,4.28918012151392,0
"ENSMUSG00000083296",0,0,0,0,0,0
"ENSMUSG00000085209",0,0,0,0,0,0
"ENSMUSG00000088914",0,0,0,0,0,0
"ENSMUSG00000081987",0,0,0,0,0,0
"ENSMUSG00000082919",0,0,0,0,0,0
"ENSMUSG00000082325",0,0,0,0,0.857836024302784,0
"ENSMUSG00000054000",35.6874354698533,45.3475922497307,30.5538357709469,32.8388076589931,25.7350807290835,26.1755725124439
"ENSMUSG00000084833",0,0,0,0,0,0
"ENSMUSG00000064850",0,0,0,0,0,0
"ENSMUSG00000083607",0,0,0,0,0,0
"ENSMUSG00000095898",0,0,0,0,0,0
"ENSMUSG00000095856",0,0,0,0,0,0
"ENSMUSG00000073797",0,0,0,0,0,0
"ENSMUSG00000081685",0,0,0,0,0,0
"ENSMUSG00000085931",1.0814374384804,1.19335769078239,2.41214492928528,0.995115383605851,0.857836024302784,3.27194656405549
"ENSMUSG00000077622",0,0,0,0,0,0
"ENSMUSG00000081508",0,0,0,0,0,0
"ENSMUSG00000088295",0,0,0,0,0,0
"ENSMUSG00000087128",10.814374384804,13.1269345986062,5.62833816833232,2.98534615081755,10.2940322916334,4.36259541874066
"ENSMUSG00000088677",0,0,0,0,0,0
"ENSMUSG00000083359",0,0,0,0,0,0
"ENSMUSG00000028578",71.3748709397065,51.3143807036426,60.303623232132,61.6971537835628,62.6220297741032,59.985687007684
"ENSMUSG00000028577",365.525854206376,387.841249504276,390.767478544215,443.821461088209,380.879194790436,386.089694558548
"ENSMUSG00000063314",27.03593596201,41.7675191773835,35.3781256295174,34.8290384262048,50.6123254338642,31.6288167858698
"ENSMUSG00000028576",52.9904344855397,48.9276653220778,54.6752850637996,60.7020383999569,57.4750136282865,62.1669847170543
"ENSMUSG00000049799",0,0,0,0,0,0
"ENSMUSG00000077921",0,0,0,0,1.71567204860557,0
"ENSMUSG00000006386",0,0,0,0,0,0
"ENSMUSG00000028575",0,3.58007307234716,0.804048309761759,0,0,0
"ENSMUSG00000083179",40.0131852237749,58.4745268483369,36.1821739392792,45.7753076458691,56.6171776039837,57.8043892983137
"ENSMUSG00000062627",291.988108389708,311.466357294203,292.67358475328,296.544384314544,297.669100433066,272.662213671291
"ENSMUSG00000086251",0,1.19335769078239,0,0,0,0
"ENSMUSG00000052767",1.0814374384804,0,1.60809661952352,1.9902307672117,1.71567204860557,0
"ENSMUSG00000081030",0,0,0,0,0,0
"ENSMUSG00000052684",484.48397243922,278.052341952296,348.956966436604,268.68115357358,295.95342838446,226.854961774514
"ENSMUSG00000087366",23.7916236465688,11.9335769078239,23.317400983091,7.96092306884681,12.8675403645418,8.72519083748131
"ENSMUSG00000084624",0,0,0.804048309761759,0,0,0
"ENSMUSG00000085377",1.0814374384804,0,4.0202415488088,0,0,0
"ENSMUSG00000100189",2.1628748769608,0,0,0.995115383605851,0,1.09064885468516
"ENSMUSG00000084918",7.57006206936281,10.7402192170415,12.8647729561881,3.9804615344234,6.00485217011949,11.9971374015368
"ENSMUSG00000100129",0,0,0,0,0,0
"ENSMUSG00000084939",0,0,0,0,0,0
"ENSMUSG00000085835",0,0,0,0,0,0
"ENSMUSG00000065745",0,0,0,0,0,0
"ENSMUSG00000028573",12.9772492617648,21.480438434083,17.6890628147587,10.9462692196644,25.7350807290835,13.087786256222
"ENSMUSG00000093492",0,0,0,0,0,0
"ENSMUSG00000044125",0,0,0,0,0,0
"ENSMUSG00000028572",7.57006206936281,2.38671538156477,4.82428985857056,2.98534615081755,6.00485217011949,1.09064885468516
"ENSMUSG00000028571",0,0,0,0,0,0
"ENSMUSG00000118637",0,0,0,0,0,0
"ENSMUSG00000083880",0,0,0,0,0,0
"ENSMUSG00000081225",0,0,0,0,0,0
"ENSMUSG00000080884",0,0,0,0,0,0
"ENSMUSG00000083801",0,0,0,0,0,0
"ENSMUSG00000082681",0,0,0,0,0,0
"ENSMUSG00000081362",0,0,0,0,0,0
"ENSMUSG00000084286",0,0,0,0,0,0
"ENSMUSG00000066097",0,0,0,0,0,0
"ENSMUSG00000082119",0,0,0,0,0,0
"ENSMUSG00000082932",0,0,0,0,0,0
"ENSMUSG00000052914",12.9772492617648,19.0937230525182,18.4931111245205,11.9413846032702,12.8675403645418,10.9064885468516
"ENSMUSG00000015224",0,0,0,0,0,0
"ENSMUSG00000052520",0,0,0,0,0,0
"ENSMUSG00000078639",0,0,0,0,0,0
"ENSMUSG00000088738",0,0,0,0,0,0
"ENSMUSG00000098261",0,0,0,0,0,0
"ENSMUSG00000084159",5.40718719240201,5.96678845391193,9.64857971714111,5.97069230163511,3.43134409721113,3.27194656405549
"ENSMUSG00000082683",0,0,0,0,0,0
"ENSMUSG00000048747",0,0,0,0,0,0
"ENSMUSG00000085710",0,0,0,0,0,0
"ENSMUSG00000028565",31.3616857159317,4.77343076312955,20.101207744044,9.95115383605851,5.1470161458167,9.81583969216648
"ENSMUSG00000081096",0,0,0,0,0,0
"ENSMUSG00000082388",0,0,0,0,0,0
"ENSMUSG00000083644",0,0,0,0,0,0
"ENSMUSG00000064883",0,0,0,0,0,0
"ENSMUSG00000046683",0,0,0,0,0,0
"ENSMUSG00000082144",0,0,0,0,0,0
"ENSMUSG00000028563",72.4563083781869,96.6619729533733,84.4250725249847,76.6238845376505,66.0533738713143,63.2576335717395
"ENSMUSG00000088548",0,0,0,0,0,0
"ENSMUSG00000061859",0,0,2.41214492928528,0.995115383605851,3.43134409721113,1.09064885468516
"ENSMUSG00000094456",0,0,0,0,0,0
"ENSMUSG00000076294",0,0,0,0,0,0
"ENSMUSG00000081046",0,0,0,0,0,0
"ENSMUSG00000087166",0,0,0,0,0,0
"ENSMUSG00000090718",0,0,0,0,0,0
"ENSMUSG00000035407",0,0,0,0,0,0
"ENSMUSG00000085843",0,0,0,0,0,0
"ENSMUSG00000073794",0,0,0,0,0,0
"ENSMUSG00000084188",0,0,0,0,0,0
"ENSMUSG00000028560",142.749741879413,136.042776749192,127.039632942358,150.262422924483,151.836976301593,163.597328202775
"ENSMUSG00000028556",1112.79912419633,625.31942996997,889.277430596506,640.854307042168,870.703564667325,775.451335681152
"ENSMUSG00000028553",2.1628748769608,0,1.60809661952352,0,0,1.09064885468516
"ENSMUSG00000081733",4.32574975392161,5.96678845391193,8.84453140737935,3.9804615344234,4.28918012151392,5.45324427342582
"ENSMUSG00000087395",0,0,0,0,0,0
"ENSMUSG00000086498",0,0,0,0,0.857836024302784,0
"ENSMUSG00000028550",111.388056163481,116.949053696674,171.262289979255,158.22334599333,162.988844617529,133.05916027159
"ENSMUSG00000104479",8.65149950784322,3.58007307234716,13.6688212659499,2.98534615081755,12.009704340239,1.09064885468516
"ENSMUSG00000070891",0,1.19335769078239,1.60809661952352,2.98534615081755,2.57350807290835,2.18129770937033
"ENSMUSG00000103097",0,0,0,0,0,0
"ENSMUSG00000081184",0,0,0,0,0,0
"ENSMUSG00000082442",0,0,0,0,0,0
"ENSMUSG00000081150",0,0,0,0,0,0
"ENSMUSG00000080803",0,0,0,0,0,0
"ENSMUSG00000103575",0,0,0,0,0,0
"ENSMUSG00000087332",0,0,0,0,0,0
"ENSMUSG00000083698",0,0,0,0,0,0
"ENSMUSG00000086096",0,0,0,0,0,0
"ENSMUSG00000067261",0,0,0,0,0,0
"ENSMUSG00000092763",0,0,0,0,0,0
"ENSMUSG00000086592",0,0,0,0,0,0
"ENSMUSG00000073792",68.1305586242653,45.3475922497307,59.4995749223702,43.7850768786574,43.749637239442,44.7166030420917
"ENSMUSG00000028549",4.32574975392161,10.7402192170415,11.2566763366646,0.995115383605851,12.009704340239,4.36259541874066
"ENSMUSG00000073791",17.3029990156864,16.7070076709534,13.6688212659499,12.9364999868761,14.5832124131473,9.81583969216648
"ENSMUSG00000084478",0,0,0,0.995115383605851,0,0
"ENSMUSG00000025791",156.808428579658,171.843507472664,195.383739272108,239.82280744901,235.047070658963,251.939885432273
"ENSMUSG00000085142",0,0,0,0,0,0
"ENSMUSG00000035305",1.0814374384804,0,0,0,0,1.09064885468516
"ENSMUSG00000086385",0,0,0.804048309761759,0,0,0
"ENSMUSG00000080967",0,0,0,0,0,0
"ENSMUSG00000069733",0,0,0,0,0,0
"ENSMUSG00000085871",0,0,0,0,0,0
"ENSMUSG00000081553",0,1.19335769078239,0,0,0,0
"ENSMUSG00000082601",0,0,0,0,0,0
"ENSMUSG00000028532",1.0814374384804,1.19335769078239,0.804048309761759,0.995115383605851,0.857836024302784,1.09064885468516
"ENSMUSG00000073789",0,0,0,0,0,0
"ENSMUSG00000102578",0,0,0,0,0,0
"ENSMUSG00000035275",0,0,0,0,0,0
"ENSMUSG00000088551",0,0,0,0,0,0
"ENSMUSG00000028530",1310.70217543825,1427.25579817573,1440.05052278331,1582.2334599333,1514.08058289441,1510.54866373895
"ENSMUSG00000077677",0,0,0,0,0,0
"ENSMUSG00000082928",2.1628748769608,2.38671538156477,2.41214492928528,2.98534615081755,6.00485217011949,4.36259541874066
"ENSMUSG00000065279",0,0,0,0,0,0
"ENSMUSG00000085863",0,0,0,0,0,0
"ENSMUSG00000085721",1.0814374384804,0,0,0,0.857836024302784,1.09064885468516
"ENSMUSG00000081621",0,0,0,0,0,0
"ENSMUSG00000086782",7.57006206936281,13.1269345986062,19.2971594342822,18.9071922885112,8.57836024302784,14.1784351109071
"ENSMUSG00000065451",0,0,0,0,0,0
"ENSMUSG00000087361",0,0,0,1.9902307672117,2.57350807290835,2.18129770937033
"ENSMUSG00000083614",0,0,0,0,0,0
"ENSMUSG00000084758",1.0814374384804,0,0,0,0,0
"ENSMUSG00000028527",147.075491633335,198.097376669876,158.397517023067,276.642076642427,256.492971266532,270.480915961921
"ENSMUSG00000028528",1.0814374384804,0,1.60809661952352,2.98534615081755,0,1.09064885468516
"ENSMUSG00000089446",0,0,0,0,0,0
"ENSMUSG00000035212",320.105481790199,331.753438037503,279.808811797092,277.637192026032,290.806412238644,307.562977021216
"ENSMUSG00000057722",0,0,2.41214492928528,0.995115383605851,0.857836024302784,1.09064885468516
"ENSMUSG00000035201",0,0,0,0,0,0
"ENSMUSG00000081121",10.814374384804,4.77343076312955,11.2566763366646,8.95603845245266,6.00485217011949,3.27194656405549
"ENSMUSG00000081045",0,0,0,0,0,0
"ENSMUSG00000046133",0,0,0,0,0,0
"ENSMUSG00000084208",0,0,0,0,0,0
"ENSMUSG00000037028",0,0,0,0,0,0
"ENSMUSG00000070890",0,0,0,0,0,0
"ENSMUSG00000078626",0,0,0,0,0,0
"ENSMUSG00000078625",0,0,0,0,0,0
"ENSMUSG00000082264",1.0814374384804,1.19335769078239,0,1.9902307672117,0.857836024302784,1.09064885468516
"ENSMUSG00000028525",357.955792137013,440.348987898701,433.382038961588,398.04615344234,395.462407203583,464.61641209588
"ENSMUSG00000077260",0,0,0,0,0,0
"ENSMUSG00000028524",0,3.58007307234716,0.804048309761759,3.9804615344234,0,1.09064885468516
"ENSMUSG00000085181",0,0,0,0,0,0
"ENSMUSG00000028523",0,0,0,0,0,0
"ENSMUSG00000085041",0,0,0,0,0,0
"ENSMUSG00000066090",0,0,0,0,0,0
"ENSMUSG00000035126",5.40718719240201,8.3535038354767,4.0202415488088,0,0.857836024302784,1.09064885468516
"ENSMUSG00000080744",0,0,0,0,0,0
"ENSMUSG00000028522",387.154602975984,374.714314905669,410.868686288259,404.016845743975,414.334799738244,395.905534250715
"ENSMUSG00000028521",76.7820581321085,54.8944537759898,78.7967343566524,50.7508845638984,60.0485217011949,45.8072518967769
"ENSMUSG00000107726",3.24431231544121,2.38671538156477,2.41214492928528,2.98534615081755,0.857836024302784,0
"ENSMUSG00000028520",0,0,0,0,0,0
"ENSMUSG00000078618",0,0,0,0,0,0
"ENSMUSG00000035069",111.388056163481,88.3084691178966,86.83721745427,79.6092306884681,92.6462906247006,86.161259520128
"ENSMUSG00000086136",0,0,1.60809661952352,0,0,0
"ENSMUSG00000094477",0,0,0,0,0,0
"ENSMUSG00000087482",0,0,0,0,0,0
"ENSMUSG00000081584",0,0,0,0,0,0
"ENSMUSG00000059195",1734.62565132256,1798.39004000906,1315.42303477024,1332.45949864823,1770.57355416095,1598.89122096845
"ENSMUSG00000093365",0,0,0,0,0,0
"ENSMUSG00000077514",0,0,0,0,0,0
"ENSMUSG00000028519",0,0,0,0,0,0
"ENSMUSG00000080913",0,0,0,0,0,0
"ENSMUSG00000081696",0,0,0,0,0,0
"ENSMUSG00000029656",0,0,0,0,0,0
"ENSMUSG00000035031",0,0,0,0,0,0
"ENSMUSG00000095386",0,0,0,0,0,0
"ENSMUSG00000078612",0,0,0,0,0,0
"ENSMUSG00000083791",0,0,0,0,0,0
"ENSMUSG00000028518",6.48862463088241,3.58007307234716,3.21619323904704,0.995115383605851,9.43619626733062,4.36259541874066
"ENSMUSG00000028517",940.85057147795,1112.20936780918,1152.2012278886,1319.52299866136,1269.59731596812,1153.9064882569
"ENSMUSG00000081819",0,0,0.804048309761759,0,0,2.18129770937033
"ENSMUSG00000083128",0,0,0,0,0,0
"ENSMUSG00000082061",0,0,0,0,0,0
"ENSMUSG00000083780",0,0,0,0,0,1.09064885468516
"ENSMUSG00000089065",0,0,0,0,0,0
"ENSMUSG00000085790",0,0,0,0,0,0
"ENSMUSG00000082768",0,0,0,0,0,0
"ENSMUSG00000087933",0,0,0,0,0,0
"ENSMUSG00000106163",0,0,0,0,0,0
"ENSMUSG00000081189",0,0,0,0,0,0
"ENSMUSG00000086249",0,0,0,0,0,0
"ENSMUSG00000082958",0,0,0,0,0,0
"ENSMUSG00000087051",0,0,0,0,0,0
"ENSMUSG00000104192",0,0,0,0,0,0
"ENSMUSG00000028514",808.915203983341,828.190237402976,750.177073007721,677.673576235584,823.522583330672,742.731870040597
"ENSMUSG00000044254",0,0,0.804048309761759,0.995115383605851,0,0
"ENSMUSG00000025418",0,0,0,0,0,0
"ENSMUSG00000118551",0,0,0,0,0,0
"ENSMUSG00000085933",0,0,0,0,0,0
"ENSMUSG00000086172",0,0,0,0,0,0
"ENSMUSG00000034926",33.5245605928925,65.6346729930312,19.2971594342822,22.8876538229346,16.2988844617529,26.1755725124439
"ENSMUSG00000085023",0,0,0,0,0,0
"ENSMUSG00000054362",0,0,0,0,0,0
"ENSMUSG00000034919",0,0,0,0,0,0
"ENSMUSG00000043572",31.3616857159317,9.54686152625909,13.6688212659499,29.8534615081755,26.5929167533863,19.631679384333
"ENSMUSG00000025413",108.14374384804,142.009565203104,111.762715056885,95.5310768261617,101.224650867728,97.0677480669796
"ENSMUSG00000047502",0,0,0,0,0,0
"ENSMUSG00000034871",0,0,0,0,0,0
"ENSMUSG00000034853",46.5018098546573,42.9608768681659,38.5943188685645,21.8925384393287,47.1809813366531,30.5381679311846
"ENSMUSG00000081110",0,0,0,0,0,0
"ENSMUSG00000086940",0,0,0,0,0,0
"ENSMUSG00000061887",60.5604965549025,38.1874461050364,46.634801966182,41.7948461114457,39.460457117928,37.0820610592956
"ENSMUSG00000085581",0,0,0,0,0,0
"ENSMUSG00000028622",109.225181286521,97.8553306441557,113.370811676408,101.501769127797,84.9257664059756,81.7986641013873
"ENSMUSG00000028621",15.1401241387256,21.480438434083,12.8647729561881,5.97069230163511,13.7253763888445,9.81583969216648
"ENSMUSG00000047636",0,0,0,0,0,0
"ENSMUSG00000085304",0,0,0,0,0,0
"ENSMUSG00000028619",93.0036197093146,85.9217537363318,85.2291208347465,99.5115383605851,70.3425539928283,73.073473263906
"ENSMUSG00000028618",366.607291644856,434.382199444789,436.598232200635,386.10476883907,390.315391057767,371.911259447641
"ENSMUSG00000070877",0,0,0.804048309761759,0,0.857836024302784,1.09064885468516
"ENSMUSG00000028617",64.8862463088241,70.4081037561608,90.053410693317,92.5457306753441,62.6220297741032,53.441793879573
"ENSMUSG00000063172",10.814374384804,4.77343076312955,24.1214492928528,15.9218461376936,28.3085888019919,22.9036259483884
"ENSMUSG00000082941",0,1.19335769078239,0.804048309761759,0.995115383605851,1.71567204860557,1.09064885468516
"ENSMUSG00000034785",0,0,0,0,0,0
"ENSMUSG00000057375",107.06230640956,127.689272913715,128.647729561882,113.443153731067,129.53323966972,145.056297673127
"ENSMUSG00000082279",0,0,0,0,0,1.09064885468516
"ENSMUSG00000086041",0,0,0,0,0,0
"ENSMUSG00000028614",120.039555671325,109.78890755198,86.83721745427,99.5115383605851,87.4992744788839,78.5267175373318
"ENSMUSG00000092723",0,0,0,0,0,0
"ENSMUSG00000034762",0,0,0.804048309761759,0,0.857836024302784,2.18129770937033
"ENSMUSG00000028610",2.1628748769608,0,0,0,0,0
"ENSMUSG00000081916",0,0,0,0,0,0
"ENSMUSG00000085549",0,0,0,0,0,0
"ENSMUSG00000094267",0,0,0,0,0,0
"ENSMUSG00000084874",0,0,0,0,0,1.09064885468516
"ENSMUSG00000087195",0,0,0,0,0,0
"ENSMUSG00000087289",0,0,0,0,0.857836024302784,0
"ENSMUSG00000087200",0,0,0,0,0,0
"ENSMUSG00000028613",76.7820581321085,52.507738394425,165.633951810922,174.145192131024,91.7884546003979,109.064885468516
"ENSMUSG00000073779",0,0,0,0,0,0
"ENSMUSG00000028612",0,0,0,0,0,0
